,year_month,FarmName,buffers_ph,byproducts,compound_feed_calf_replacements,electrolytes,energy_source,fat_oils,feed_additives_probiotics,forage_bulk,medications,metabolic_support,minerals_vitamins,preventive_supplements,protein_source,wet_ingredients_water,dist_to_center_euclid,dist_to_center_manhattan,pca1,pca2,pca_drift,cluster_kmeans,cluster_hdbscan,cluster_dbscan
10,2022-03,ЖК Добрино,0.009364319890635681,0.06276338204967273,2.5582073706760813,0.0,3.421040231135723,0.09797873717926875,0.8233321567287863,21.62234259652331,0.0,0.0,0.06808366368457706,0.14477694617555192,2.977176428027092,2.407766262797659,14.746161518674132,42.20009879146311,2.0463278494499493,0.2535874679284495,0.1381008668715473,8,-1,-1
11,2022-03,ЖК Колыбелка,0.0,0.0,2.6133450639853746,0.0,4.053293110918545,0.0,0.0,16.337954072790293,0.0,0.0,0.0,0.09591217948717948,1.5457110051993068,3.077857142857143,13.973802364003143,43.34928730228444,-1.7433296987287172,-0.49979613651285804,,9,-1,-1
12,2022-03,ЖК Коршево,0.0,4.745120033448812,2.963708751691794,0.0,2.783405100980101,0.15466141118295929,0.0,20.200699911964332,0.0,0.0,0.09644259296890875,0.14606756346717914,3.168151355213087,7.564813876224658,12.782519322815068,33.608103276847906,-0.20435916746404925,0.16896769748272872,0.1948319491249718,2,24,0
13,2022-03,ЖК Песковатка,0.0,27.217973231357554,2.725614579759863,0.0,2.9040750146227334,0.1321008386970938,0.0,20.06587471853591,0.0,0.0,0.04125698902464278,0.15064359516992404,2.628192630142328,5.025940811107051,12.887272577317258,33.620147084344495,-0.9875480328977833,0.87518868484498,,3,24,0
14,2022-03,ЖК Петровское,0.0,59.75409836065574,2.4350117969243734,0.0,4.007259368255837,0.0,0.0,16.70394349617422,0.0,0.0,0.0,0.11495983086680761,2.534824602707475,2.921395544346364,12.023599720512815,37.010687108394244,-2.367510586209316,2.3545041961363387,,3,-1,24
15,2022-03,ЖК Петропавловка,0.0,0.0,2.8554152023659474,0.0,3.3454279290551043,0.08063901861206041,0.28883324520275905,25.60413390249382,0.0,0.0,0.04947226744817106,0.1361080029428595,3.4202908303110053,4.990802712540642,18.89584614580798,46.11947484344801,0.5321557145016991,0.3842922245011989,,1,-1,-1
16,2022-03,ЖК Старая Чигла,0.0,36.80664294187426,2.386960997369324,0.0,2.8251827755337566,0.1518905582672361,0.0,16.258865122275026,0.0,0.0,0.03568061538461539,0.14734493529674253,2.499166555518506,7.279200282822269,13.052449099278238,34.39572415968402,-1.2712844326178474,0.9963186841392155,,3,24,0
17,2022-03,МТФ Высокое,0.0,0.0,3.2136327990348157,0.0,4.671207256235827,0.0,0.0,17.571006534905962,0.0,0.0,0.19090909090909092,0.42419406319821257,2.667436324513867,2.8791685939333,15.499333540838983,45.30157684423985,0.7281526390367249,0.9732405501883261,,1,-1,-1
18,2022-04,ЖК Бобров,0.0,0.0,2.2805229872014414,0.00974025974025974,3.621337309932061,0.12297552525265731,0.0,22.152875427188018,0.0,0.0,0.054848772226926336,0.17370668446094928,2.84588004391521,5.249454203493266,16.162728049082464,38.0666260486509,-0.09846835506800494,-0.1082773386658741,0.33661292625018474,2,11,1
19,2022-04,ЖК Бобров 2,0.0,0.0,2.5184988354089533,0.004892137215607686,4.597218304964434,0.11468826161523683,0.0,19.764285226849438,0.0,0.0,0.054625616698292224,0.1368295746065781,2.420859365038888,6.210976013900072,16.040357751662366,37.85435529483742,-0.4075461418798531,-0.16020552636373006,0.164682671363574,2,11,1
20,2022-04,ЖК Бодеевка,0.02305417976303353,0.03190163662042037,2.323858608534255,0.007659076533839342,3.055576030283912,0.048856219042377545,1.0473618806526246,15.89222870937185,0.0,0.0,0.2044127005804029,0.15512967390182655,2.421691237460999,3.5979981133295325,12.770373170815239,40.14433320892921,2.8610231513501367,-0.27257609880289385,0.35229222514363634,8,31,-1
21,2022-04,ЖК Верхний Икорец,0.0,2.21314804350897,2.8913546238672345,0.0,4.396826679015236,0.09411384217335059,0.0,22.442011265575847,0.0,0.0,0.039215422671542266,0.11819746181974618,3.2216945354296325,8.082919388156105,12.063187566204958,31.528492342176712,-0.4487735144186286,0.3928753638080804,0.30605284026751,2,24,0
22,2022-04,ЖК Волчанское,0.0,0.0,3.481457927392396,0.010494097070397902,5.346425483718735,0.0,0.0,22.988886017546253,0.0,0.0,0.0,0.10625331671267028,2.1019821142048136,6.295446074593036,14.49416937160892,43.39990769222382,-1.087425151539084,0.23609688626648578,,1,9,2
23,2022-04,ЖК Высокое,0.0,0.034155429382540806,2.6344956162725857,0.2020460358056266,5.041644979115691,0.11952213614221775,0.0,25.16238873196193,0.0,0.0,0.11732299185992935,0.12005102368957014,4.379709611231101,4.867240540046185,11.599173773431138,32.020536077212356,2.145732487028314,0.5987484661258066,1.3891272007844708,6,26,-1
24,2022-04,ЖК Добрино,0.01898357533920495,0.03653993969136168,2.5313094266172853,0.005779678649867067,3.565280681549728,0.07133103945235093,0.7851576794626439,20.033313847196418,0.0,0.0,0.06022172436316133,0.15015609162934374,2.8188413577486218,5.088844312222918,12.222167071309848,37.48104184879432,1.8175038443897822,0.1548318425441941,0.24922499641250026,8,31,5
25,2022-04,ЖК Залужное,0.0,34.46546546546546,3.3606164572033337,0.018969422423556058,4.691372950957622,0.0,0.0,22.2098915592357,0.0,0.0,0.0,0.09075401703871455,2.372423564127593,4.021019081272085,11.198155392796128,32.12011610160949,-1.6801578258478653,1.5884202534728733,,3,29,3
26,2022-04,ЖК Колыбелка,0.0,42.78820224719101,3.150587705555362,0.0028263103802672147,4.6802777625763,0.0,0.0,19.92873058303515,0.0,0.0,0.0,0.10170172681335296,1.9560616922753102,4.513528399673165,10.790203618806313,31.076645356052243,-2.079085763965369,1.667325552384471,2.192977097425418,3,29,3
27,2022-04,ЖК Коршево,0.0,6.819726180158317,2.5496380728783907,0.05263157894736842,2.548884757444844,0.15201605556586079,0.0,16.907462249394953,0.0,0.0,0.08215817166910688,0.15123019805731086,2.4347991056980733,4.027044752680824,11.133372479726068,32.36068460649861,-0.19341005038018916,-0.25996913668268784,0.42907655595332417,2,26,4
28,2022-04,ЖК Озерки,0.12617528089887642,10.323818967348963,5.462288676598303,0.05980861244019139,2.9438497532209476,0.2762594670406732,0.6175754796594605,23.59531428652531,0.0,0.0,0.06965852010361527,0.1687842220860149,2.620685024545078,4.107104278867919,12.744634012865875,41.54602928967247,2.6698780837644294,1.1157607978850068,,8,31,5
29,2022-04,ЖК Песковатка,0.0,10.930844859193385,2.873215096549246,0.036585365853658534,3.2113955294722323,0.20712701992555288,0.0,20.253890493848232,0.0,0.0,0.05071846846846847,0.14642210710925796,2.850360112444997,4.561422245955988,11.142819662631348,31.958355364741706,-0.02721642069750169,0.32953742845954126,1.1045234714510144,2,26,4
30,2022-04,ЖК Петровское,0.0,38.60216606498195,2.316564211922379,0.007330075521990226,3.9270891302555913,0.0,0.0,18.93349434255498,0.0,0.0,0.0,0.09781152801627026,2.5654383975956323,3.789258388501858,10.875267133217672,31.28975142683456,-1.9320176885835558,1.390265191405802,1.0580221746854914,3,29,3
31,2022-04,ЖК Петропавловка,0.0,0.0,2.7420768582042103,0.008044930176077717,3.3823898095488802,0.08697407621503847,0.2869458768505123,24.651360232156673,0.0,0.0,0.05033454530257439,0.14132451246219627,3.3363813373084783,4.561597902927361,17.717750469630452,41.182763524519686,0.5907254930951971,0.31561440901310134,0.09026107303100571,1,16,6
32,2022-04,ЖК Старая Чигла,0.0,40.244627114769095,2.5625541438059485,0.0026442307692307694,2.675213221561743,0.18118940755983973,0.0,17.09752623998027,0.0,0.0,0.039472614984560374,0.14494488697208407,2.722154206298099,7.363106666015172,11.057025875990178,29.91197304133487,-1.1244298701117883,1.240461470099388,0.2849069364989918,3,26,4
33,2022-04,ЖК Щучье,0.0,32.0885072655218,3.9819979337775715,0.011544011544011544,4.880685671203069,0.0,0.0,21.075763120304238,0.0,0.0,0.0,0.06648421611467309,2.502376305090569,5.616918523134444,11.079415635969234,31.928750658638165,-1.8320119221629305,1.7459478476508297,,3,29,3
34,2022-04,МТФ Щучье,0.0,0.0,2.6517640024137363,0.0,1.7758332401634058,0.0,0.0,20.143795676574516,0.0,0.0,0.0,0.11050569380008436,1.7430053627104551,6.198966408268734,14.063027086734415,43.65841427345623,-1.7482181886933414,-0.8436490029227859,,9,-1,-1
35,2022-05,ЖК Бобров,0.0,0.0,2.171064476751922,0.0030864197530864196,3.793936409085239,0.1232596135312259,0.0,21.27671949317646,0.0,0.0,0.062315009041591325,0.16962661768497034,2.4675555576623167,4.459251593835761,16.018511616228885,37.46497502746379,-0.23182824157277276,-0.30686608104496294,0.23921193099064406,1,11,1
36,2022-05,ЖК Бобров 2,0.0,0.0,2.266496627460394,0.011460619361131432,3.6941492356968872,0.12118702982797622,0.0,20.11921125577105,0.0,0.0,0.05617970401691332,0.14044408234457118,2.1981729410884188,5.404583232586569,16.177530458468198,38.05790984057585,-0.4407365880708154,-0.5207530460500154,0.3620719813383624,2,11,1
37,2022-05,ЖК Бодеевка,0.022388265229756024,0.014598540145985401,2.2466216917648025,0.007324449155750738,3.20841450608958,0.04760634980492262,1.1057158298898682,18.15784590549959,0.0,0.0,0.17251250281594954,0.16027384090243485,2.382279257275101,2.918952486670944,13.012820535772669,40.45771865249256,3.010467250842218,-0.21847818727580967,0.15893433519724828,8,31,-1
38,2022-05,ЖК Верхний Икорец,0.0,2.0661692261208833,3.0656214475179993,0.0,4.392317772436624,0.09405368942369587,0.0,25.664748079277025,0.0,0.0,0.039374946078854285,0.1376750521609538,3.1855540616195914,6.173051478507031,12.033978441801782,30.953128927413363,-0.2586280140773293,0.5066688903161383,0.221594850967217,1,24,0
39,2022-05,ЖК Волчанское,0.0,0.0,3.348911244186525,0.007677989762680316,5.249265002017562,0.0,0.0,22.34959925662186,0.0,0.0,0.0,0.10801313411254368,2.0421573218300253,6.074701164275058,14.37637652786587,43.081393595267684,-1.1484577095536268,0.15559087830308282,0.10102569205901056,1,9,2
40,2022-05,ЖК Высокое,0.0,0.007633081109783619,2.485865225047035,0.005316886431305828,4.796177757342696,0.1481827025447258,0.40404046242774566,22.600827101744844,0.0,0.0,0.10854084213061453,0.1459329941915645,4.119105088990252,6.834401498144766,13.030133155178046,35.73123588224623,1.724952039094688,0.7465915651571859,0.4459974969598205,8,-1,-1
41,2022-05,ЖК Добрино,0.016729231271421577,0.05089658676549704,2.5516013658799874,0.0018359438887840473,3.657674595154297,0.06447364302920541,0.7271536883070936,18.903585957078587,0.0,0.0,0.06562037575349591,0.15012934747925974,2.7886776304642495,4.493078452259213,12.083429753495123,37.72619364854712,1.5575153865966938,0.17496183035904728,0.2607665902585196,8,31,5
42,2022-05,ЖК Залужное,0.0,27.47995941146626,3.3247644582677562,0.004231311706629055,4.964014100681294,0.0,0.0,19.80791903033418,0.0,0.0,0.0,0.09856673300642196,2.517415705673873,7.210353356169044,10.74487646876511,31.509006293335293,-1.6805268060820242,1.4012931707895826,0.18712744646355947,3,29,3
43,2022-05,ЖК Колыбелка,0.0,40.26046322633076,2.9748572562990945,0.000782249873031996,4.510053255732975,0.0,0.0,20.577257046212008,0.0,0.0,0.0,0.10289473902839222,1.8948019698552454,4.975932519034895,10.579244798334834,30.316895437987803,-2.0426295647719845,1.4301024394808342,0.24000804102221107,3,29,3
44,2022-05,ЖК Коршево,0.0,5.522371027419637,2.2813032242700233,0.04965243296921549,2.95683906066453,0.15887786976352,0.0,16.928692259245118,0.0,0.0,0.11047795771479982,0.1414511445239153,2.407784716181358,4.6088043820715665,11.180564164223563,32.16143256864902,-0.011972350750502772,-0.43607660737979226,0.2528507071025189,2,26,4
45,2022-05,ЖК Озерки,0.14849245599329422,8.159347904371312,4.269859362977619,0.0,3.2494266823662863,0.25564439943110806,0.551469315112729,23.661879322344728,0.0,0.0,0.09932313936806747,0.16200278311576435,2.4355680061909855,3.2905385329767984,15.645918576512429,47.032327639585795,2.2069342719904843,0.5690933325420178,0.7163534675872785,8,-1,-1
46,2022-05,ЖК Песковатка,0.0,6.659211249126621,2.6235305579008896,0.014227642276422764,3.035871604009898,0.17132513595166163,0.0,21.461534657030803,0.0,0.0,0.040543201133144476,0.1552848337480208,2.271521789719175,2.3275422097121363,10.671217033251034,30.05768228370274,-0.38496976695277874,-0.12398735895252758,0.5776436527427704,2,26,4
47,2022-05,ЖК Петровское,0.0,37.874458874458874,2.517714846384988,0.005059949475320637,4.486497491330333,0.0,0.0,18.16810848508879,0.0,0.0,0.0,0.09046168136705217,2.4953939454066156,4.297674426358343,10.80627122010765,31.178712396913134,-1.9596826416114086,1.4746092783073943,0.08876527824153237,3,29,3
48,2022-05,ЖК Петропавловка,0.0,0.0,2.684015710059571,0.007422730591384765,3.803340348840924,0.1129339774557166,0.3056041311152755,26.10972946739153,0.0,0.0,0.04797565497389862,0.13985575184880855,3.1692963819283886,2.891837582205029,17.828718977056536,41.65174885464625,0.8020952309509198,0.2923839765490943,0.2126424677096787,8,16,6
49,2022-05,ЖК Старая Чигла,0.0,5.969598942571915,2.876265612765613,0.005779807961219353,3.1066820718084194,0.20614476393161998,0.0,17.223326632142747,0.0,0.0,0.039518518518518515,0.15465424833709424,2.9179802229675627,6.723131053307063,10.603295381673064,28.551828823130073,-0.3418755604187824,0.19819839468507075,1.3033432264722933,2,26,4
50,2022-05,ЖК Щучье,0.0,32.1616982836495,4.292497773764019,0.016301292861157952,4.946229939501254,0.0,0.0,19.86328295038866,0.0,0.0,0.0,0.07686029604401362,2.429083739117604,6.925215839184739,11.230992101828013,32.32942897507432,-1.8338474920495982,1.8330877358811748,0.08715921889052175,3,29,3
51,2022-05,МТФ Щучье,0.0,0.0,2.950929486102242,0.0,2.05803871749833,0.0,0.0,19.102073019297617,0.0,0.0,0.0,0.0963830481911976,2.4432455471652883,6.066131025957973,14.145368362736727,43.98464163967807,-1.676491511157662,-0.3371545158007931,0.5115480248767243,1,-1,-1
52,2022-06,ЖК Бобров,0.0,0.0,2.2612522049863943,0.0019823043078857033,4.297205704546917,0.10084997303751637,0.0,25.74267371963899,0.0,0.0,0.06294136683799732,0.1639671943009895,2.453587588698094,2.282187410937145,15.866091666751164,37.04202434336086,-0.10797547005042624,-0.16182385152550074,0.19072691828303345,1,11,1
53,2022-06,ЖК Бобров 2,0.0,0.0,2.3593156655844156,0.002101661779081134,3.7553331477762977,0.2480344030775586,0.0,21.496146549761427,0.0,0.0,0.05618006925740669,0.14926136988981692,2.2885850812723305,5.185592485263143,16.315218291228422,37.56885922499977,0.09994268293135247,-0.510368267160174,0.5407789915705181,2,11,1
54,2022-06,ЖК Бодеевка,0.02170274459742865,0.0,2.058923634089329,0.008082964677057103,3.2761176840388297,0.049755189223384066,0.646461825473516,17.781687234094704,0.0,0.0,0.13135909631391202,0.15830106772908367,2.5127331067778633,3.9484452775792525,18.35217347429409,46.2271314227134,1.5326361569477995,-0.29622425852049156,1.479874722290761,8,12,7
55,2022-06,ЖК Болдасовка,0.10404508196721311,0.0,0.0,0.0,6.778723205506392,0.0,0.009009009009009009,33.097104451314785,0.0,0.0,0.14980254897511536,0.18630542319037896,3.344373693498032,3.409987151408965,22.26033664745812,64.03296235629112,1.3110200301778325,-0.2062255045758806,,5,3,-1
56,2022-06,ЖК Верхний Икорец,0.0,1.8447794346929536,2.944095040491932,0.0,4.105068066086827,0.18687514459588594,0.0,28.575282149996944,0.0,0.0,0.040091201285656894,0.1600428390367554,3.1023285786175028,2.946887583124387,12.405218152359605,30.62704739444158,0.2695876433608665,0.3897936314606065,0.5409913186876597,1,24,0
57,2022-06,ЖК Волчанское,0.0,0.0,3.8585864097163873,0.008914100486223663,4.979060501356355,0.0,0.0,21.02651643423934,0.0,0.0,0.0,0.10561208878770632,2.0700354731402095,7.6832911287889605,14.484843384822494,43.36928470487237,-1.2641639172787804,0.274947806584992,0.16623478226601437,1,9,2
58,2022-06,ЖК Высокое,0.0,0.0,2.700913740589621,0.0064618308520747545,4.2627344357578485,0.17731584528043473,0.22550050540564295,22.73828515035675,0.0,0.0,0.10446136482028129,0.15945502691439487,4.213771241999095,6.922825874809952,18.008908997130643,42.48364247514704,1.308781280014868,0.7468230080198734,0.4161708234353681,2,16,6
59,2022-06,ЖК Добрино,0.015626004758536427,0.0,2.5740389340211003,0.010303121449100996,3.891144027926149,0.0690232883308332,0.430444968437435,18.34461654108713,0.0,0.0,0.07486786559546618,0.1538370360325146,3.271020253353451,5.215563042353316,18.056115813853385,44.63565752628981,0.9490929249867015,0.36921406088736647,0.638679748275135,8,12,7
60,2022-06,ЖК Залужное,0.0,37.3290780141844,3.8067321449346547,0.014682683590208523,4.8534984286836655,0.0,0.0,19.39022736642008,0.0006505598114319388,0.0,0.0,0.11377529194542359,2.4385520807090675,6.228006952680872,13.020879082613192,36.91962849595443,-1.8104340972757198,1.945501557688306,0.5594985904148411,3,-1,-1
61,2022-06,ЖК Колыбелка,0.0,45.13143483023001,3.312979386067972,0.0011018005540166203,4.283768519946139,0.0,0.0,21.51311064170958,0.0,0.0,0.0,0.10458439568391258,1.6372999681355167,3.9930869256948385,10.657466105715088,30.43529051859509,-2.185659419769823,1.593984565752367,0.21751986284470984,3,29,3
62,2022-06,ЖК Коршево,0.0,7.014137659012951,2.4160308592072357,0.008267195767195767,2.9332056015131833,0.15524289393129587,0.0,17.957392214144285,0.0,0.0,0.08072564884821153,0.12589224723788503,2.443473577952773,3.821994315741606,10.735504779146192,29.97468112868504,-0.5411093537326619,-0.23758586760053743,0.5651411697116547,2,26,4
63,2022-06,ЖК Озерки,0.15211284129692834,7.636486036036036,4.271098094620617,0.023832221163012392,3.296863016146925,0.2576932808373035,0.37089657218193806,23.881519975629345,0.0,0.0,0.114934139544397,0.17812597558316984,2.576072425157163,6.380325344009133,12.416399122942915,39.968044404629715,2.094541090337917,0.4913450906585562,0.13666388110234617,8,31,5
64,2022-06,ЖК Песковатка,0.0,6.048847340760983,2.8461467545085135,0.0,3.2313083041560873,0.19784494883469322,0.0,24.310120337156455,0.0,0.0,0.025533504385703204,0.15246291427880015,2.2827475130295336,2.6323740140171203,12.54480123464147,31.04765897979386,-0.32660127160832897,-0.04093830283473112,0.10150875317346754,2,24,0
65,2022-06,ЖК Петровское,0.0,40.11587078651685,3.027526302461424,0.007200411484148508,4.485414148845591,0.0,0.0,18.22684778243203,0.0,0.0,0.0,0.09649423325144689,2.344336896834664,4.4918415413641295,10.964071169086568,31.546654929311277,-2.0233917048574077,1.680229509799707,0.21526384819247987,3,29,3
66,2022-06,ЖК Петропавловка,0.0,0.0,2.6608323355368007,0.001954809406082907,3.5719105885892986,0.19476398160864633,0.3323774598639746,24.138662901787153,0.0,0.0,0.051577776592339704,0.14504189485611355,3.139581813590105,4.5168502347841795,18.01803271491174,40.5934976751014,1.0816493423430114,0.14907276906665373,0.31414742301393633,8,16,6
67,2022-06,ЖК Старая Чигла,0.0,5.682696112714842,2.7961621320626096,0.0037183360446200325,3.0314735245733084,0.2031942952517493,0.0,18.31427894618588,0.0,0.0,0.025975269940787183,0.15395805006974525,2.7567115806429503,5.032504503373045,10.426411090108623,27.288975827068487,-0.42882973214807124,0.11569693830475179,0.11986458311778472,2,26,4
68,2022-06,ЖК Щучье,0.0,31.644736842105264,4.449168114600644,0.012680625184311413,5.229254837738789,0.0,0.0,19.30923388484673,0.0,0.0,0.0,0.07653685477960423,2.523201618186003,6.195345280575994,11.145288045808194,32.168441750204884,-1.8384587893264719,1.9959521434995302,0.16292967603065295,3,29,3
69,2022-06,МТФ Щучье,0.0,0.0,3.348850007010656,0.009279086366880799,2.669815802559606,0.0,0.0,19.303327613656464,0.0,0.0,0.0,0.11859712998102466,3.0357581562255187,6.414125200642054,14.397140969096908,43.01786359834723,-1.3231576800422267,0.26610411542724954,0.6991178529846326,1,9,2
70,2022-07,ЖК Бобров,0.0,0.0,2.56678033718402,0.0019675592667242536,4.131875152126973,0.10372303773204197,0.0,22.692863290429322,0.0,0.0,0.0587347276868917,0.16175382179515177,2.606359849695746,7.468986318580461,15.9354197527511,37.53286453444012,-0.24455049462211093,-0.10448662979317708,0.14812256523817674,2,11,1
71,2022-07,ЖК Бобров 2,0.0,1.176054853185255,2.5534510385378204,0.002799227799227799,4.007265196390236,0.24980539477310884,0.0,22.46087494099819,0.0,0.0,0.05587557859655619,0.14431820508242577,2.2382679402777432,6.325626850407221,10.497125155978397,26.11734591399037,0.12655725032881557,-0.42258231716494,0.09173171869271739,2,26,4
72,2022-07,ЖК Бодеевка,0.0,0.0,1.9390665469822026,0.0073583081908593145,4.04351974997149,0.06145304512925369,0.18067908969095678,16.79479102322994,0.0,0.0,0.1391401437671673,0.14396796675754112,2.8235435841374623,6.1277810753058075,17.60520896667447,41.51609266661472,0.2708228250482435,-0.2522207876965752,1.2625803697206806,2,16,6
73,2022-07,ЖК Болдасовка,0.13027350942097565,0.0,0.0,0.0,4.537510449176312,0.0,0.0,26.42572351364656,0.0,0.0,0.1641427716158306,0.18454918704310563,3.199514254285452,4.227902036659878,21.38413089415454,62.588318111550755,0.8198522056802375,-0.6944172163601332,0.6925149668249337,5,3,-1
74,2022-07,ЖК Верхний Икорец,0.0,1.839909659547851,3.0123000301900023,0.0,4.535707659811658,0.24837274417163657,0.0,25.305379044615094,0.0,0.0,0.05083352236925016,0.16341771911499384,2.9065719564205588,6.5332300745840515,12.679933030794478,31.960568773361754,0.44964376260135136,0.25829415284339674,0.222962595411297,2,24,0
75,2022-07,ЖК Волчанское,0.0,0.0,4.260357125347279,0.010813352139163141,4.743233301299695,0.0,0.0,21.566928261514,0.0,0.0,0.0,0.10507565095003518,2.0662467047730715,7.462953280894532,14.555960809505418,43.535722762694775,-1.2880855122333459,0.37959007359978425,0.10734172884375101,1,9,2
76,2022-07,ЖК Высокое,0.0,0.0,2.815739559647274,0.0028412319581770655,4.509603911178093,0.202565362540873,0.21455206842557203,23.356938463372863,0.0,0.0,0.10833563486825405,0.18615418591663704,3.8510063957155345,6.195224,17.997455874215227,41.38455179125306,1.4318621014753725,0.6953117526517477,0.13342525263604663,2,16,6
77,2022-07,ЖК Добрино,0.09081196581196581,0.5721209859521514,2.558583696288705,0.0,3.804753988912086,0.09171150425822237,0.17666691851679647,20.193654414490965,0.0,0.0,0.08392852176567349,0.15583262893146993,3.1168831486991957,6.785533364010135,14.387332028865622,41.50636091507483,0.5307895449728995,0.11732956031388676,0.48828630879855983,2,-1,-1
78,2022-07,ЖК Залужное,0.0,44.6917674600078,4.243481200963256,0.007843933588761174,4.646833781209391,0.0,0.0,20.317936826843415,0.00023400393283920737,0.0,0.0,0.1001770660983202,2.2696063561266633,3.2757158372097552,12.456754936485588,35.018879507416756,-2.0860378338279557,2.3226717220893187,0.4671346192649837,3,-1,-1
79,2022-07,ЖК Колыбелка,0.0,44.18559322033898,3.936700510463442,0.004152234806966265,4.148083825705243,0.0,0.0,21.099669890355393,0.0,0.0,0.0,0.09351923554745735,1.4659702514288107,4.408543037587858,10.90055504947827,31.17950767408697,-2.3073789750395823,1.635633466113288,0.12864789557681033,3,29,3
80,2022-07,ЖК Коршево,0.0,7.095110158047043,2.4746151430415146,0.003414134516899966,2.797275054644662,0.16310868087930844,0.0,18.09264950552504,0.0,0.0,0.0446293098667061,0.15068100367909795,2.315569620253165,3.8706204037734686,10.48240910223898,28.11449870526924,-0.6615188456356745,-0.1923687621968703,0.12861971995548743,2,26,4
81,2022-07,ЖК Озерки,0.15139071327683615,0.6429028915319422,4.2790996575464,0.03142677561282212,3.5829113679108797,0.2814276248130142,0.20098879387137003,21.949711137736184,0.0,0.0,0.12498826561248999,0.18981107956012186,2.624570336069599,8.198257660551091,12.258861433538394,40.159879847570046,1.922742818549335,0.2030728081728329,0.3355824116950592,2,31,5
82,2022-07,ЖК Песковатка,0.004859335038363171,5.765070964905475,2.618554058383431,0.0,2.737735708472825,0.17733747938036823,0.0,22.851602405060888,0.0,0.0,0.028209243608545122,0.1473886062861869,1.9996580624631928,2.407154586665308,12.658508002296063,34.31652230374333,-0.570354194518901,-0.3594941545963883,0.4011150933573083,9,32,8
